Datum;Liga;Typ;Runde;Heim;Gast;Spielort_Name;Straße;PLZ;Ort;Latitude;Longitude;Quelle
2026-05-17 23:00:00;1. Klasse B;Männer;22. Runde;RB Jedlesee;Austria XVII;Columbia;Überfuhrstraße 2b;1210;Wien;48.269294;16.38053;https://www.oefb.at/bewerbe/Spiel/3884928/?RB-Jedlesee-vs-Austria-XVII
2026-05-17 23:00:00;1. Klasse B;Männer;22. Runde;FC Brigittenau;Patron Wien;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3885007/?FC-Brigittenau-vs-Patron-Wien
2026-05-17 23:00:00;1. Klasse B;Männer;22. Runde;WBC-IX;Football ProSchool Vienna;Siemens;Heinrich v. Buol-Gasse 3;1210;Wien;48.263364;16.423125;https://www.oefb.at/bewerbe/Spiel/3884942/?WBC-IX-vs-Football-ProSchool-Vienna
2026-05-17 23:00:00;1. Klasse B;Männer;22. Runde;Bozok Wien;Teco7 FC;Nord Wien Platz;Jedlersdorfer Platz 25;1210;Wien;48.28306;16.409595;https://www.oefb.at/bewerbe/Spiel/3884734/?Bozok-Wien-vs-Teco7-FC
2026-05-17 23:00:00;1. Klasse B;Männer;22. Runde;Vorwärts Wien 2016;SC Kopten;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60;1220;Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3884963/?Vorwaerts-Wien-2016-vs-SC-Kopten
2026-05-17 23:00:00;Wiener Frauen Landesliga;Frauen;18. Runde;Dynama*Dynamo Donau FC;Wiener Viktoria;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3877909/?Dynama-Dynamo-Donau-FC-vs-Wiener-Viktoria
2026-05-17 23:00:00;"Frauen ""Newcomer"" Liga";Frauen;18. Runde;Dynama*Dynamo Donau FC;Mannswörth;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3885310/?Dynama-Dynamo-Donau-FC-vs-Mannswoerth
2026-05-17 23:00:00;"Frauen ""Newcomer"" Liga";Frauen;18. Runde;SU Schönbrunn 1b;Mariahilf 1c;Sportunion Schönbrunn;Hervicusg. 13-15;1120;Wien;48.166628;16.304792;https://www.oefb.at/bewerbe/Spiel/3885302/?SU-Schoenbrunn-1b-vs-Mariahilf-1c
2026-05-17 23:00:00;"Frauen ""Newcomer"" Liga";Frauen;18. Runde;Altera Porta 1d;Kapellerfeld 1b;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3885377/?Altera-Porta-1d-vs-Kapellerfeld-1b
2026-05-17 23:00:00;"Frauen ""Newcomer"" Liga";Frauen;18. Runde;GEPS 21 FC 1b;LAC-Inter;WFV-21 Pichelwangergasse;Pichelwangerg. 3;1210;Wien;48.252577;16.392631;https://www.oefb.at/bewerbe/Spiel/3885306/?GEPS-21-FC-1b-vs-LAC-Inter
2026-05-17 23:00:00;Frauen 2. Klasse ;Frauen;20. Runde;DSG Paulaner Wieden 1b;GEPS 20-U18;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3885411/?DSG-Paulaner-Wieden-1b-vs-GEPS-20-U18
2026-05-17 23:00:00;Frauen 2. Klasse ;Frauen;20. Runde;Stadlau;ASK Erlaa Torpedo 03 1b;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3885472/?Stadlau-vs-ASK-Erlaa-Torpedo-03-1b
2026-05-17 23:00:00;Frauen 2. Klasse ;Frauen;20. Runde;GEPS 21 FC;FC Hernalser Spartans;WFV-21 Pichelwangergasse;Pichelwangerg. 3;1210;Wien;48.252577;16.392631;https://www.oefb.at/bewerbe/Spiel/3885468/?GEPS-21-FC-vs-FC-Hernalser-Spartans
2026-05-17 23:00:00;Frauen 2. Klasse ;Frauen;20. Runde;Altera Porta 1c;DSG Los Andes FC;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3885458/?Altera-Porta-1c-vs-DSG-Los-Andes-FC
2026-05-17 23:00:00;Frauen 1. Klasse;Frauen;20. Runde;Paulaner Wieden;FSC Favoriten;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3878142/?Paulaner-Wieden-vs-FSC-Favoriten
2026-05-17 23:00:00;Frauen 1. Klasse;Frauen;20. Runde;Dynama*Dynamo Donau FC;ASV 13;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3878119/?Dynama-Dynamo-Donau-FC-vs-ASV-13
2026-05-17 23:00:00;Frauen 1. Klasse;Frauen;20. Runde;Altera Porta 1b;Kapellerfeld;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3878227/?Altera-Porta-1b-vs-Kapellerfeld
2026-05-17 23:00:00;Frauen 1. Klasse;Frauen;20. Runde;ASK Erlaa Torpedo 03;USC Landhaus 1c;Schmelz;Auf der Schmelz 10;1150;Wien;48.204006;16.320261;https://www.oefb.at/bewerbe/Spiel/3878215/?ASK-Erlaa-Torpedo-03-vs-USC-Landhaus-1c
2026-05-17 23:00:00;Frauen 1. Klasse;Frauen;20. Runde;SC Pötzleinsdorf;Mariahilf 1b;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3878224/?SC-Poetzleinsdorf-vs-Mariahilf-1b
2026-05-17 23:00:00;Frauen 1. Klasse;Frauen;20. Runde;DSG Alxingergasse;Wiener Viktoria 1b;Rax-Platz;Raxstr. 3;1100;Wien;48.165093;16.365973;https://www.oefb.at/bewerbe/Spiel/3878236/?DSG-Alxingergasse-vs-Wiener-Viktoria-1b
2026-05-17 23:00:00;Wiener Frauen Landesliga;Frauen;18. Runde;Essling;SK Rapid 1b;Essling;Kirschenallee 2-4;1220;Wien;48.214036;16.519334;https://www.oefb.at/bewerbe/Spiel/3877937/?Essling-vs-SK-Rapid-1b
