Datum;Liga;Typ;Runde;Heim;Gast;Spielort_Name;Straße;PLZ;Ort;Latitude;Longitude;Quelle
2025-08-30 18:00:00;DSG-Cup;Männer;1. Runde;DSG Lagerwiese;DSG Meidling;Kinkplatz - Austria 13;Kinkplatz;1140;Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3857843/?DSG-Lagerwiese-vs-DSG-Meidling
2025-08-30 18:00:00;DSG-Cup;Männer;1. Runde;DSG Wien West;DSG Wien Wanderers FC;Schmelz;Auf der Schmelz 10;1150;Wien;48.204006;16.320261;https://www.oefb.at/bewerbe/Spiel/3857840/?DSG-Wien-West-vs-DSG-Wien-Wanderers-FC
2025-08-30 18:00:00;Oberliga B;Männer;1. Runde;SR Donaufeld 1b;Aspern;Donaufeld;Nordmanngasse 24;1210;Wien;48.250543;16.418322;https://www.oefb.at/bewerbe/Spiel/3882521/?SR-Donaufeld-1b-vs-Aspern
2025-08-30 18:00:00;Oberliga B;Männer;1. Runde;1210 Wien;FCJ Alt-Ottakring;Nord Wien Platz;Jedlersdorfer Platz 25;1210;Wien;48.28306;16.409595;https://www.oefb.at/bewerbe/Spiel/3882368/?1210-Wien-vs-FCJ-Alt-Ottakring
2025-08-30 18:00:00;Wiener Stadtliga;Männer;3. Runde;First Vienna FC 1894 Amat.;SV Gerasdorf Stammersdorf;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3873623/?First-Vienna-FC-1894-Amat-vs-SV-Gerasdorf-Stammersdorf
2025-08-30 19:00:00;DSG-Cup;Männer;1. Runde;DSG Spice Balls All Stars;DSG Klosterneuburg;Franz Koci Anlage;Franz Koci-Straße 1;1100;Wien;48.144813;16.395031;https://www.oefb.at/bewerbe/Spiel/3857862/?DSG-Spice-Balls-All-Stars-vs-DSG-Klosterneuburg
2025-08-30 19:15:00;Oberliga A;Männer;1. Runde;Kurdroj;Inzersdorf;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3882004/?Kurdroj-vs-Inzersdorf
2025-08-30 19:30:00;DSG-Cup;Männer;1. Runde;DSG Roter Stern;DSG Vienna Falcons;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3857850/?DSG-Roter-Stern-vs-DSG-Vienna-Falcons
2025-08-30 20:00:00;1. Klasse A;Männer;1. Runde;FC Eintracht Wien;Polska;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3884589/?FC-Eintracht-Wien-vs-Polska
2025-08-30 20:00:00;1. Klasse A Reserve;Männer;1. Runde;Vienna 2016;Penarol Wien;FavAC;Kennerg. 3;1100;Wien;48.170987;16.382252;https://www.oefb.at/bewerbe/Spiel/3884593/?Vienna-2016-vs-Penarol-Wien
2025-08-31 10:00:00;Oberliga A Reserve;Männer;1. Runde;FK Adige;Wiener Akademik;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3882090/?FK-Adige-vs-Wiener-Akademik
2025-08-31 10:00:00;Frauen 2. Klasse ;Frauen;1. Runde;Stadlau;FC Hernalser Spartans;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3885419/?Stadlau-vs-FC-Hernalser-Spartans
2025-08-31 10:00:00;DSG-Cup;Männer;1. Runde;Dsg Hetzendorf;DSG Südtirol 16;Union Mauer;Erhardg. 2;1230;Wien;48.155411;16.277243;https://www.oefb.at/bewerbe/Spiel/3857859/?Dsg-Hetzendorf-vs-DSG-Suedtirol-16
2025-08-31 10:30:00;Wiener Stadtliga;Männer;3. Runde;SK Slovan HAC;Hellas Kagran;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3873699/?SK-Slovan-HAC-vs-Hellas-Kagran
2025-08-31 10:30:00;Wiener Stadtliga;Männer;3. Runde;WAF pinova Telekom;FC Stadlau;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3873505/?WAF-pinova-Telekom-vs-FC-Stadlau
2025-08-31 11:00:00;2. Frauen Bundesliga;Frauen;2. Runde;Wiener Sport-Club;Rot Weiss Rankweil Damen;Trainingszentrum Wr. Sportklub;Erdbrustgasse 4-18;1160;Wien;48.215234;16.303975;https://www.oefb.at/oefb/Spiel/3877645/?Wiener-Sport-Club-vs-Rot-Weiss-Rankweil-Damen
2025-08-31 11:00:00;Wiener Frauen Landesliga;Frauen;1. Runde;Dynama*Dynamo Donau FC;SK Rapid 1b;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3877915/?Dynama-Dynamo-Donau-FC-vs-SK-Rapid-1b
2025-08-31 12:00:00;"Frauen ""Newcomer"" Liga";Frauen;1. Runde;DSG Los Andes FC 1b;Mariahilf 1c;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3885307/?DSG-Los-Andes-FC-1b-vs-Mariahilf-1c
2025-08-31 12:00:00;Oberliga A;Männer;1. Runde;FK Adige;Wiener Akademik;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3882041/?FK-Adige-vs-Wiener-Akademik
2025-08-31 13:00:00;Frauen 1. Klasse;Frauen;1. Runde;Dynama*Dynamo Donau FC;Paulaner Wieden;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3878211/?Dynama-Dynamo-Donau-FC-vs-Paulaner-Wieden
2025-08-31 13:30:00;1. Klasse B Reserve;Männer;1. Runde;Austria XVII;Teco7 FC;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3884892/?Austria-XVII-vs-Teco7-FC
2025-08-31 13:45:00;Oberliga B Reserve;Männer;1. Runde;Marianum;Torin Adler;Post Sportanlage;Roggendorfg. 2;1170;Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3882366/?Marianum-vs-Torin-Adler
2025-08-31 14:00:00;Wiener Frauen Landesliga;Frauen;1. Runde;USC Landhaus 1b;Mariahilf;Union Landhaus;Jochbergengasse;1210;Wien;48.279498;16.40318;https://www.oefb.at/bewerbe/Spiel/3877955/?USC-Landhaus-1b-vs-Mariahilf
2025-08-31 14:00:00;1. Klasse B Reserve;Männer;1. Runde;Bozok Wien;Vorwärts Wien 2016;Nord Wien Platz;Jedlersdorfer Platz 25;1210;Wien;48.28306;16.409595;https://www.oefb.at/bewerbe/Spiel/3884755/?Bozok-Wien-vs-Vorwaerts-Wien-2016
2025-08-31 14:00:00;2. Frauen Bundesliga;Frauen;2. Runde;SK Rapid;SG MALEREI GLANZER Geretsberg / Bürmoos;Allianz Stadion / Trainingsplätze;Gerhard Hanappi Platz 1;1140;Wien;48.19799058337352;16.265119314193726;https://www.oefb.at/oefb/Spiel/3877755/?SK-Rapid-vs-SG-MALEREI-GLANZER-Geretsberg-Buermoos
2025-08-31 14:00:00;1. Klasse A;Männer;1. Runde;Mariahilf;Margaretner AC;SGP Simmering;Leberstr. 84;1110;Wien;48.1728;16.407439;https://www.oefb.at/bewerbe/Spiel/3884404/?Mariahilf-vs-Margaretner-AC
2025-08-31 14:15:00;2. Landesliga;Männer;3. Runde;SV Essling;Maccabi Wien;Essling;Kirschenallee 2-4;1220;Wien;48.214036;16.519334;https://www.oefb.at/bewerbe/Spiel/3912935/?SV-Essling-vs-Maccabi-Wien
2025-08-31 14:30:00;DSG-Cup;Männer;1. Runde;DSG Salzachsturm;DSG Hernalser Spartans FC;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3857860/?DSG-Salzachsturm-vs-DSG-Hernalser-Spartans-FC
2025-08-31 14:31:00;DSG-Cup;Männer;1. Runde;DSG Danubia CSV FC;DSG Alxingergasse;Aspern;Biberhaufenweg 18;1220;Wien;48.214871;16.48207;https://www.oefb.at/bewerbe/Spiel/3857837/?DSG-Danubia-CSV-FC-vs-DSG-Alxingergasse
2025-08-31 15:00:00;"Frauen ""Newcomer"" Liga";Frauen;1. Runde;Dynama*Dynamo Donau FC;LAC-Inter;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3885361/?Dynama-Dynamo-Donau-FC-vs-LAC-Inter
2025-08-31 15:00:00;2. Landesliga;Männer;3. Runde;TWL Elektra 1b;SC Ostbahn XI;Rax-Platz;Raxstr. 3;1100;Wien;48.165093;16.365973;https://www.oefb.at/bewerbe/Spiel/3913164/?TWL-Elektra-1b-vs-SC-Ostbahn-XI
2025-08-31 15:00:00;Oberliga B;Männer;1. Runde;Gartenstadt;UFK Schwemm;ASKÖ XX;Hopsagasse 5;1200;Wien;48.247288;16.371731;https://www.oefb.at/bewerbe/Spiel/3882367/?Gartenstadt-vs-UFK-Schwemm
2025-08-31 15:30:00;"Frauen ""Newcomer"" Liga";Frauen;1. Runde;GEPS 21 FC 1b;1.Simmeringer SC;ASKÖ XX;Hopsagasse 5;1200;Wien;48.247288;16.371731;https://www.oefb.at/bewerbe/Spiel/3885343/?GEPS-21-FC-1b-vs-1-Simmeringer-SC
2025-08-31 15:30:00;1. Klasse B;Männer;1. Runde;Austria XVII;Teco7 FC;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3884940/?Austria-XVII-vs-Teco7-FC
2025-08-31 15:30:00;DSG-Cup;Männer;1. Runde;DSG Torpedo Lainz;DSG Semper Victoria;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3857864/?DSG-Torpedo-Lainz-vs-DSG-Semper-Victoria
2025-08-31 16:00:00;Frauen 1. Klasse;Frauen;1. Runde;USC Landhaus 1c;ASV 13;Union Landhaus;Jochbergengasse;1210;Wien;48.279498;16.40318;https://www.oefb.at/bewerbe/Spiel/3878221/?USC-Landhaus-1c-vs-ASV-13
2025-08-31 16:00:00;1. Klasse A Reserve;Männer;1. Runde;Mariahilf;Margaretner AC;SGP Simmering;Leberstr. 84;1110;Wien;48.1728;16.407439;https://www.oefb.at/bewerbe/Spiel/3884497/?Mariahilf-vs-Margaretner-AC
2025-08-31 16:00:00;1. Klasse B Reserve;Männer;1. Runde;SC Kopten;Elite;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3884902/?SC-Kopten-vs-Elite
2025-08-31 16:00:00;1. Klasse B;Männer;1. Runde;Bozok Wien;Vorwärts Wien 2016;Nord Wien Platz;Jedlersdorfer Platz 25;1210;Wien;48.28306;16.409595;https://www.oefb.at/bewerbe/Spiel/3884807/?Bozok-Wien-vs-Vorwaerts-Wien-2016
2025-08-31 16:00:00;DSG-Cup;Männer;1. Runde;DSG Play Together Now;DSG Young Boys Döbling;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3857847/?DSG-Play-Together-Now-vs-DSG-Young-Boys-Doebling
2025-08-31 16:00:00;Oberliga B;Männer;1. Runde;Marianum;Torin Adler;Post Sportanlage;Roggendorfg. 2;1170;Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3882384/?Marianum-vs-Torin-Adler
2025-08-31 16:00:00;1. Klasse A;Männer;1. Runde;Srbija Wien;FavAC 1b;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3884456/?Srbija-Wien-vs-FavAC-1b
2025-08-31 16:30:00;DSG-Cup;Männer;1. Runde;DSG Argos United 09;DSG 1150 Allstars FC;Franz Koci Anlage;Franz Koci-Straße 1;1100;Wien;48.144813;16.395031;https://www.oefb.at/bewerbe/Spiel/3919203/?DSG-Argos-United-09-vs-DSG-1150-Allstars-FC
2025-08-31 16:30:00;DSG-Cup;Männer;1. Runde;DSG Hotel Kalcio;DSG Mödling;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3857867/?DSG-Hotel-Kalcio-vs-DSG-Moedling
2025-08-31 16:30:00;Frauen 2. Klasse ;Frauen;1. Runde;ASK Erlaa Torpedo 03 1b;DSG Los Andes FC;ASK Erlaa;Meischlgasse 26;1230;Wien;48.141549296954906;16.3216495513916;https://www.oefb.at/bewerbe/Spiel/3885449/?ASK-Erlaa-Torpedo-03-1b-vs-DSG-Los-Andes-FC
2025-08-31 16:30:00;Wiener Frauen Landesliga;Frauen;1. Runde;Essling;Wiener Sport-Club 1b;Essling;Kirschenallee 2-4;1220;Wien;48.214036;16.519334;https://www.oefb.at/bewerbe/Spiel/3877898/?Essling-vs-Wiener-Sport-Club-1b
2025-08-31 17:00:00;Oberliga B Reserve;Männer;1. Runde;Gartenstadt;UFK Schwemm;ASKÖ XX;Hopsagasse 5;1200;Wien;48.247288;16.371731;https://www.oefb.at/bewerbe/Spiel/3882405/?Gartenstadt-vs-UFK-Schwemm
2025-08-31 17:00:00;Frauen 1. Klasse;Frauen;1. Runde;DSG Alxingergasse;ASK Erlaa Torpedo 03;Rax-Platz;Raxstr. 3;1100;Wien;48.165093;16.365973;https://www.oefb.at/bewerbe/Spiel/3878216/?DSG-Alxingergasse-vs-ASK-Erlaa-Torpedo-03
2025-08-31 17:00:00;Oberliga A;Männer;1. Runde;Wacker Wien;Liesing ASK;Simmering;Simmeringer Hauptstr. 207-211;1110;Wien;48.165064;16.425843;https://www.oefb.at/bewerbe/Spiel/3882077/?Wacker-Wien-vs-Liesing-ASK
2025-08-31 17:00:00;DSG-Cup;Männer;1. Runde;DSG Pötzleinsdorf 1.SC;DSG Milord BLANCO FC;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3857848/?DSG-Poetzleinsdorf-1-SC-vs-DSG-Milord-BLANCO-FC
2025-08-31 17:00:00;DSG-Cup;Männer;1. Runde;DSG Athletes In Action;DSG Sektor 17;Aspern;Biberhaufenweg 18;1220;Wien;48.214871;16.48207;https://www.oefb.at/bewerbe/Spiel/3857868/?DSG-Athletes-In-Action-vs-DSG-Sektor-17
2025-08-31 17:00:00;Wiener Stadtliga;Männer;3. Runde;FAC Wien Amat.;SV Schwechat;FAC-Platz;Hopfengasse 8;1210;Wien;48.269916;16.3925;https://www.oefb.at/bewerbe/Spiel/3873751/?FAC-Wien-Amat-vs-SV-Schwechat
2025-08-31 17:00:00;ADMIRAL Bundesliga - Grunddurchgang;Männer;5. Runde;FK Austria Wien;SCR Altach;GENERALI-Arena;Horrplatz 1;1100;Wien;48.1611885;16.3883313;https://www.oefb.at/bewerbe/Spiel/3865811/?FK-Austria-Wien-vs-SCR-Altach
2025-08-31 17:00:00;DSG-Cup;Männer;1. Runde;DSG Kollegium / Kalksburg;DSG Vienna Internationals;Union Mauer;Erhardg. 2;1230;Wien;48.155411;16.277243;https://www.oefb.at/bewerbe/Spiel/3857866/?DSG-Kollegium-Kalksburg-vs-DSG-Vienna-Internationals
2025-08-31 18:00:00;1. Klasse A;Männer;1. Runde;Gipsy Kings Vienna;Wiener Viktoria 1b;FavAC;Kennerg. 3;1100;Wien;48.170987;16.382252;https://www.oefb.at/bewerbe/Spiel/3884503/?Gipsy-Kings-Vienna-vs-Wiener-Viktoria-1b
2025-08-31 18:00:00;Frauen 1. Klasse;Frauen;1. Runde;SC Pötzleinsdorf;Wiener Viktoria 1b;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3878204/?SC-Poetzleinsdorf-vs-Wiener-Viktoria-1b
2025-08-31 18:00:00;Frauen 1. Klasse;Frauen;1. Runde;Mariahilf 1b;Kapellerfeld;SGP Simmering;Leberstr. 84;1110;Wien;48.1728;16.407439;https://www.oefb.at/bewerbe/Spiel/3878110/?Mariahilf-1b-vs-Kapellerfeld
2025-08-31 18:00:00;1. Klasse B;Männer;1. Runde;SC Kopten;Elite;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3884704/?SC-Kopten-vs-Elite
2025-08-31 18:00:00;DSG-Cup;Männer;1. Runde;Dsg Celtic Hernals;DSG Lokomotive Traisen FC;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3857854/?Dsg-Celtic-Hernals-vs-DSG-Lokomotive-Traisen-FC
2025-08-31 18:00:00;DSG-Cup;Männer;1. Runde;DSG PlayTogetherNow Funs;DSG Union Latina;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3857845/?DSG-PlayTogetherNow-Funs-vs-DSG-Union-Latina
2025-08-31 18:01:00;DSG-Cup;Männer;1. Runde;DSG Wiener SK Lation;DSG Vienna Vibes;Helfort;Kendlerstr. 42;1160;Wien;48.205946;16.310258;https://www.oefb.at/bewerbe/Spiel/3857846/?DSG-Wiener-SK-Lation-vs-DSG-Vienna-Vibes
2025-08-31 18:30:00;DSG-Cup;Männer;1. Runde;DSG District West AS;DSG Vienna Warriors;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3857849/?DSG-District-West-AS-vs-DSG-Vienna-Warriors
2025-08-31 19:00:00;Oberliga A Reserve;Männer;1. Runde;Wacker Wien;Liesing ASK;Simmering;Simmeringer Hauptstr. 207-211;1110;Wien;48.165064;16.425843;https://www.oefb.at/bewerbe/Spiel/3882071/?Wacker-Wien-vs-Liesing-ASK
2025-08-31 20:00:00;DSG-Cup;Männer;1. Runde;DSG Großglockner Falken;DSG Royal Vienna;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3857863/?DSG-Grossglockner-Falken-vs-DSG-Royal-Vienna
2025-08-31 20:00:00;DSG-Cup;Männer;1. Runde;DSG Football School;Dsg Endstation Hernals;Nord Wien Platz;Jedlersdorfer Platz 25;1210;Wien;48.28306;16.409595;https://www.oefb.at/bewerbe/Spiel/3857852/?DSG-Football-School-vs-Dsg-Endstation-Hernals
2025-08-31 20:00:00;DSG-Cup;Männer;1. Runde;Dsg Dynamo Döbling;DSG Atemnot;Fortuna 05;Krottenbachstr. 53;1190;Wien;48.240363;16.335761;https://www.oefb.at/bewerbe/Spiel/3857839/?Dsg-Dynamo-Doebling-vs-DSG-Atemnot
2025-09-01 19:30:00;DSG-Cup;Männer;1. Runde;DSG Rudolfsheim I.F.;DSG Real Döbling;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3857841/?DSG-Rudolfsheim-I-F-vs-DSG-Real-Doebling
2025-09-01 19:45:00;DSG-Cup;Männer;1. Runde;DSG SUSA Vienna;DSG Ebu Hanife Wien;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3857858/?DSG-SUSA-Vienna-vs-DSG-Ebu-Hanife-Wien
2025-09-01 20:00:00;DSG-Cup;Männer;1. Runde;DSG Fallen Angels FC;DSG O Jessas;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3857853/?DSG-Fallen-Angels-FC-vs-DSG-O-Jessas
2025-09-01 20:16:00;DSG-Cup;Männer;1. Runde;Dsg Cover-Direct SC;DSG Lokomotive Döbling;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3857865/?Dsg-Cover-Direct-SC-vs-DSG-Lokomotive-Doebling
2025-09-05 18:00:00;Wiener Stadtliga;Männer;4. Runde;Austria XIII Auhof Center;Hellas Kagran;Kinkplatz - Austria 13;Kinkplatz;1140;Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3873649/?Austria-XIII-Auhof-Center-vs-Hellas-Kagran
2025-09-05 18:00:00;2. Landesliga;Männer;4. Runde;SC Ostbahn XI;Post SV;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3913035/?SC-Ostbahn-XI-vs-Post-SV
2025-09-05 19:00:00;DSG Frauen/Mädchen;Frauen;1. Runde;DSG Rudolfsheim I.F.;DSG WU Kickers;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3873334/?DSG-Rudolfsheim-I-F-vs-DSG-WU-Kickers
2025-09-05 19:00:00;DSG Frauen/Mädchen;Frauen;1. Runde;DSG Twentyone;DSG Nero Diavolo;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3873299/?DSG-Twentyone-vs-DSG-Nero-Diavolo
2025-09-05 19:30:00;2. Landesliga;Männer;4. Runde;DSV Fortuna 05;Sportunion Schönbrunn;Fortuna 05;Krottenbachstr. 53;1190;Wien;48.240363;16.335761;https://www.oefb.at/bewerbe/Spiel/3913046/?DSV-Fortuna-05-vs-Sportunion-Schoenbrunn
2025-09-05 19:30:00;Oberliga B;Männer;2. Runde;SC Großfeld;SR Donaufeld 1b;Großfeld;Julius Ficker Str.;1210;Wien;48.265404;16.443979;https://www.oefb.at/bewerbe/Spiel/3882406/?SC-Grossfeld-vs-SR-Donaufeld-1b
2025-09-05 19:30:00;Regionalliga Ost;Männer;6. Runde;TWL Elektra;SV Leobendorf;Rax-Platz;Raxstr. 3;1100;Wien;48.165093;16.365973;https://www.oefb.at/bewerbe/Spiel/3920278/?TWL-Elektra-vs-SV-Leobendorf
2025-09-05 19:30:00;Regionalliga Ost;Männer;6. Runde;SV Donau;SV Klöcher Bau Oberwart;WFV-22 Hirschstetten;Oberfeldgasse 41;1220;Wien;48.241394;16.473635;https://www.oefb.at/bewerbe/Spiel/3920458/?SV-Donau-vs-SV-Kloecher-Bau-Oberwart
2025-09-05 19:30:00;DSG Oberliga B;Männer;1. Runde;DSG Inter Leopoldau;DSG Ukraina Wien SKV;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60;1220;Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3871624/?DSG-Inter-Leopoldau-vs-DSG-Ukraina-Wien-SKV
2025-09-05 20:00:00;2. Landesliga;Männer;4. Runde;Cro-Vienna;Columbia Floridsdorf;Gem.Wien 10, Eibesbrunnerg.;Eibesbrunnergasse 13;1100;Wien;48.16619991249413;16.336755752563477;https://www.oefb.at/bewerbe/Spiel/3912867/?Cro-Vienna-vs-Columbia-Floridsdorf
2025-09-05 20:00:00;DSG Reserve;Männer;1. Runde;DSG Paulaner Wieden;Dsg Celtic Salmannsd.;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3872604/?DSG-Paulaner-Wieden-vs-Dsg-Celtic-Salmannsd-
2025-09-05 20:00:00;DSG LIGA;Männer;1. Runde;DSG Torpedo Lainz;DSG SUSA Vienna;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3871278/?DSG-Torpedo-Lainz-vs-DSG-SUSA-Vienna
2025-09-05 20:15:00;DSG Oberliga B;Männer;1. Runde;DSG Dornbach Sox;DSG Billroth Fc;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3871637/?DSG-Dornbach-Sox-vs-DSG-Billroth-Fc
2025-09-05 20:15:00;DSG Frauen/Mädchen;Frauen;1. Runde;DSG Dornbach Sox;DSG Paulaner Wieden 1c;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3873281/?DSG-Dornbach-Sox-vs-DSG-Paulaner-Wieden-1c
2025-09-05 20:15:00;DSG Frauen/Mädchen;Frauen;1. Runde;ASK Erlaa Torpedo 03 1c;DSG Union Latina;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3873352/?ASK-Erlaa-Torpedo-03-1c-vs-DSG-Union-Latina
2025-09-06 10:00:00;Frauen 2. Klasse ;Frauen;2. Runde;GEPS 21 FC;Altera Porta 1c;WFV-21 Pichelwangergasse;Pichelwangerg. 3;1210;Wien;48.252577;16.392631;https://www.oefb.at/bewerbe/Spiel/3885467/?GEPS-21-FC-vs-Altera-Porta-1c
2025-09-06 10:00:00;1. Klasse B Reserve;Männer;2. Runde;Patron Wien;SC Kopten;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3884841/?Patron-Wien-vs-SC-Kopten
2025-09-06 10:30:00;1. Klasse A;Männer;2. Runde;Wiener Viktoria 1b;Mariahilf;Wr. Viktoria;Oswaldg. 34;1120;Wien;48.167696;16.324931;https://www.oefb.at/bewerbe/Spiel/3884434/?Wiener-Viktoria-1b-vs-Mariahilf
2025-09-06 11:30:00;DSG 2. Klasse B;Männer;1. Runde;DSG Recht Entspannt;DSG Equipo;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3872479/?DSG-Recht-Entspannt-vs-DSG-Equipo
2025-09-06 12:00:00;DSG Unterliga A;Männer;1. Runde;DSG Südtirol 16;DSG Hernalser Spartans FC;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3871970/?DSG-Suedtirol-16-vs-DSG-Hernalser-Spartans-FC
2025-09-06 12:00:00;1. Klasse B;Männer;2. Runde;Patron Wien;SC Kopten;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3884882/?Patron-Wien-vs-SC-Kopten
2025-09-06 12:30:00;"Frauen ""Newcomer"" Liga";Frauen;2. Runde;DSG Los Andes FC 1b;Kapellerfeld 1b;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3885376/?DSG-Los-Andes-FC-1b-vs-Kapellerfeld-1b
2025-09-06 12:45:00;Oberliga B Reserve;Männer;2. Runde;Hirschstetten;FCJ Alt-Ottakring;WFV-22 Hirschstetten;Oberfeldgasse 41;1220;Wien;48.241394;16.473635;https://www.oefb.at/bewerbe/Spiel/3882444/?Hirschstetten-vs-FCJ-Alt-Ottakring
2025-09-06 13:00:00;Oberliga A Reserve;Männer;2. Runde;FC Bhf. Favoriten;Inzersdorf;Rax-Platz;Raxstr. 3;1100;Wien;48.165093;16.365973;https://www.oefb.at/bewerbe/Spiel/3882216/?FC-Bhf-Favoriten-vs-Inzersdorf
2025-09-06 13:01:00;DSG 2. Klasse A;Männer;1. Runde;DSG Real Döbling;DSG O Jessas;Fortuna 05;Krottenbachstr. 53;1190;Wien;48.240363;16.335761;https://www.oefb.at/bewerbe/Spiel/3872435/?DSG-Real-Doebling-vs-DSG-O-Jessas
